Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Margin,Operating Profit,Sales Method
Sports Direct,H&M,4777156,19/9/2021,West,California,Los Angeles,5-p Cecilia shaftless,15.41,1,15.41,28.63%,4.41,Outlet
Foot Locker,H&M,4906770,18/10/2021,South,Texas,Houston,5-p Cecilia shaftless,7.51,1,7.51,32.40%,2.43,Outlet
Sports Direct,H&M,6514588,18/10/2021,Southeast,Florida,Miami,5-p Cecilia shaftless,8.46,1,8.46,27.20%,2.3,Online
West Gear,H&M,5010277,18/10/2021,Southeast,Alabama,Birmingham,5-p Cecilia shaftless,4.22,1,4.22,31.06%,1.31,In-store
Foot Locker,H&M,5261736,18/10/2021,West,Washington,Seattle,5-p Cecilia shaftless,7.2,1,7.2,44.13%,3.18,In-store
West Gear,H&M,6833436,18/10/2021,Southeast,Tennessee,Nashville,5-p Cecilia shaftless,7.61,1,7.61,44.88%,3.42,Outlet
West Gear,H&M,7982001,18/10/2021,West,Nevada,Las Vegas,5-p Cecilia shaftless,8.46,1,8.46,32.22%,2.72,Outlet
Sports Direct,H&M,6679027,18/11/2021,Midwest,Michigan,Detroit,5-p Cecilia shaftless,16.93,1,16.93,44.48%,7.53,Online
Walmart,H&M,1506319,18/11/2021,West,Nevada,Las Vegas,5-p Cecilia shaftless,16.93,1,16.93,30.36%,5.14,Outlet
Foot Locker,H&M,2974922,18/11/2021,West,Washington,Seattle,5-p Cecilia shaftless,16.93,1,16.93,31.76%,5.38,Outlet
Foot Locker,H&M,5961671,18/11/2021,West,Washington,Seattle,5-p Cecilia shaftless,10.15,1,10.15,28.23%,2.87,In-store
Sports Direct,H&M,3458996,18/11/2021,Northeast,Massachusetts,Boston,5-p Cecilia shaftless,5.07,2,10.14,45.24%,4.59,Outlet
West Gear,H&M,9485907,18/11/2021,Midwest,Michigan,Detroit,5-p Cecilia shaftless,5.07,1,5.07,44.81%,2.27,In-store
Foot Locker,H&M,4842921,17/12/2021,South,Texas,Houston,5-p Cecilia shaftless,10.15,1,10.15,40.10%,4.07,Online
West Gear,H&M,6389967,17/12/2021,Southeast,Tennessee,Nashville,5-p Cecilia shaftless,16.93,1,16.93,33.73%,5.71,In-store
Foot Locker,H&M,3570824,17/12/2021,South,Texas,Houston,5-p Cecilia shaftless,16.93,1,16.93,41.17%,6.97,Online
Foot Locker,H&M,5510413,17/12/2021,West,Washington,Seattle,5-p Cecilia shaftless,16.93,1,16.93,47.06%,7.97,In-store
Walmart,H&M,4921526,17/12/2021,Midwest,Illinois,Chicago,5-p Cecilia shaftless,16.93,1,16.93,42.58%,7.21,In-store
Foot Locker,H&M,5460172,17/12/2021,Southeast,Tennessee,Nashville,5-p Cecilia shaftless,16.93,1,16.93,39.69%,6.72,Online
Walmart,H&M,2809316,11/1/2021,Southeast,Tennessee,Nashville,5-p Cecilia shaftless,12.69,1,12.69,33.02%,4.19,Outlet
Walmart,H&M,9258906,11/1/2021,South,Louisiana,New Orleans,5-p Cecilia shaftless,8.46,1,8.46,48.44%,4.1,Outlet
Sports Direct,H&M,1181487,11/1/2021,Southeast,Alabama,Birmingham,Cecilia 5pk shaftless,16.93,1,16.93,49.90%,8.45,Outlet
Sports Direct,H&M,6471957,11/1/2021,West,Washington,Seattle,Cecilia 5pk shaftless,16.93,1,16.93,39.81%,6.74,In-store
Sports Direct,H&M,6090399,11/1/2021,Northeast,Massachusetts,Boston,Cecilia 5pk shaftless,16.93,1,16.93,30.18%,5.11,In-store
Walmart,H&M,7243374,11/1/2021,South,Louisiana,New Orleans,Cecilia 5pk shaftless,13.54,1,13.54,32.44%,4.39,In-store
Foot Locker,H&M,4791887,11/2/2021,South,Louisiana,New Orleans,Cecilia 5pk shaftless,16.93,1,16.93,31.26%,5.29,Online
West Gear,H&M,9486622,11/2/2021,South,Georgia,Atlanta,Cecilia 5pk shaftless,13.54,1,13.54,44.96%,6.09,Outlet
Foot Locker,H&M,1255552,11/2/2021,Northeast,Massachusetts,Boston,Cecilia 5pk shaftless,16.93,1,16.93,43.14%,7.3,Outlet
West Gear,H&M,4087854,11/2/2021,Northeast,New York,New York City,Cecilia 5pk shaftless,15.24,1,15.24,42.52%,6.48,Outlet
West Gear,H&M,4578721,11/2/2021,Southeast,Alabama,Birmingham,Cecilia 5pk shaftless,16.25,2,32.51,44.96%,14.62,Online
Walmart,H&M,2679176,11/2/2021,South,Louisiana,New Orleans,Cecilia 5pk shaftless,15.24,1,15.24,48.69%,7.42,Outlet
Sports Direct,H&M,4307424,10/3/2021,Midwest,Michigan,Detroit,Cecilia 5pk shaftless,16.93,1,16.93,42.70%,7.23,Online
West Gear,H&M,6976778,10/3/2021,Southeast,Alabama,Birmingham,Cecilia 5pk shaftless,16.93,1,16.93,49.29%,8.35,In-store
Foot Locker,H&M,4598908,10/3/2021,West,California,Los Angeles,Cecilia 5pk shaftless,16.93,1,16.93,28.89%,4.89,Outlet
Foot Locker,H&M,7214688,10/3/2021,Northeast,Massachusetts,Boston,Cecilia 5pk shaftless,16.93,1,16.93,43.33%,7.34,Online
Foot Locker,H&M,1962500,10/3/2021,West,Washington,Seattle,Cecilia 5pk shaftless,16.93,1,16.93,38.11%,6.45,In-store
Walmart,H&M,2107860,10/3/2021,West,California,Los Angeles,Cecilia 5pk shaftless,16.93,1,16.93,39.45%,6.68,Outlet
West Gear,H&M,2294541,11/4/2021,West,Washington,Seattle,OL ADRIANA PQ,159.41,4,637.63,42.54%,271.25,In-store
Foot Locker,H&M,9842415,11/4/2021,Southeast,Alabama,Birmingham,OL ADRIANA PQ,167.8,3,503.39,43.72%,220.09,Outlet
Walmart,H&M,8440510,11/4/2021,Northeast,Pennsylvania,Philadelphia,OL ADRIANA PQ,167.8,3,503.39,49.11%,247.21,In-store
Walmart,H&M,5620858,11/4/2021,South,Louisiana,New Orleans,OL ADRIANA PQ,167.8,3,503.39,47.81%,240.65,In-store
Walmart,H&M,8975905,11/4/2021,Northeast,Massachusetts,Boston,OL ADRIANA PQ,167.8,5,838.98,49.35%,414.07,Outlet
Foot Locker,H&M,4177357,11/4/2021,Southeast,Alabama,Birmingham,OL ADRIANA PQ,161.76,1,161.76,25.96%,41.99,Online
West Gear,H&M,3754078,12/5/2021,West,Nevada,Las Vegas,OL ADRIANA PQ,167.8,1,167.8,26.53%,44.52,Outlet
Walmart,H&M,5238695,12/5/2021,West,Washington,Seattle,OL ADRIANA PQ,167.8,2,335.59,41.02%,137.67,In-store
Foot Locker,H&M,5768333,12/5/2021,Southeast,Florida,Miami,OL ADRIANA PQ,167.8,2,335.59,48.84%,163.91,In-store
West Gear,H&M,2703472,12/5/2021,Northeast,Pennsylvania,Philadelphia,OL ADRIANA PQ,167.8,3,503.39,44.91%,226.06,Outlet
Sports Direct,H&M,5201390,12/5/2021,Southeast,Alabama,Birmingham,OL ADRIANA PQ,167.8,1,167.8,38.27%,64.22,Outlet
Foot Locker,H&M,4620440,12/5/2021,Southeast,Alabama,Birmingham,OL ADRIANA PQ,167.8,10,1677.97,46.66%,783.02,Online
West Gear,H&M,7448786,11/6/2021,South,Texas,Houston,OL ADRIANA PQ,167.8,7,1174.58,33.55%,394.01,In-store
Sports Direct,H&M,6447216,11/6/2021,Southeast,Alabama,Birmingham,OL ADRIANA PQ,134.24,3,402.71,26.49%,106.68,Online
West Gear,H&M,2817861,11/6/2021,Southeast,Florida,Miami,OL ADRIANA PQ,167.8,1,167.8,48.91%,82.06,Online
Sports Direct,H&M,8989147,11/6/2021,West,Nevada,Las Vegas,OL ADRIANA PQ,134.25,1,134.25,28.71%,38.54,Online
Sports Direct,H&M,3224974,11/6/2021,Southeast,Florida,Miami,OL ADRIANA PQ,167.8,1,167.8,35.72%,59.93,Outlet
Foot Locker,H&M,1494490,11/6/2021,West,California,Los Angeles,OL ADRIANA PQ,167.8,1,167.8,46.26%,77.63,In-store
West Gear,H&M,9451650,10/7/2021,Northeast,Pennsylvania,Philadelphia,OL ADRIANA PQ,167.8,1,167.8,27.64%,46.37,Outlet
Walmart,H&M,7510402,10/7/2021,Midwest,Ohio,Cleveland,OL ADRIANA PQ,167.8,2,335.59,47.75%,160.25,Online
Sports Direct,H&M,9346534,10/7/2021,West,Nevada,Las Vegas,OL ADRIANA PQ,167.8,1,167.8,36.27%,60.86,In-store
Walmart,H&M,1329029,10/7/2021,Southeast,Florida,Miami,OL ADRIANA PQ,167.8,2,335.59,44.92%,150.76,Online
West Gear,H&M,3448825,10/7/2021,Midwest,Michigan,Detroit,OL ADRIANA PQ,167.8,1,167.8,26.75%,44.88,Online
Foot Locker,H&M,9827198,10/7/2021,South,Texas,Houston,OL ADRIANA PQ,167.8,1,167.8,36.56%,61.34,Online
Foot Locker,H&M,1506189,11/8/2021,Northeast,Massachusetts,Boston,OL ADRIANA PQ,167.8,1,167.8,32.63%,54.75,Outlet
West Gear,H&M,9035345,11/8/2021,Northeast,Pennsylvania,Philadelphia,OL ADRIANA PQ,163.54,1,163.54,38.59%,63.11,Outlet
West Gear,H&M,3136111,11/8/2021,Southeast,Florida,Miami,OL ADRIANA PQ,167.8,1,167.8,28.68%,48.12,Outlet
West Gear,H&M,9895318,11/8/2021,Northeast,New York,New York City,OL ADRIANA PQ,151.02,1,151.02,41.40%,62.52,In-store
Foot Locker,H&M,8039462,11/8/2021,Southeast,Florida,Miami,OL ADRIANA PQ,151.02,1,151.02,38.40%,57.99,Online
Walmart,H&M,1958397,11/8/2021,Southeast,Florida,Miami,OL ADRIANA PQ,167.8,3,503.39,37.54%,188.97,Online
Sports Direct,H&M,5411762,12/9/2021,West,Nevada,Las Vegas,OL ADRIANA PQ,167.8,1,167.8,31.80%,53.36,Online
Sports Direct,H&M,5049079,12/9/2021,Northeast,Pennsylvania,Philadelphia,OL ADRIANA PQ,167.8,1,167.8,44.99%,75.49,In-store
Sports Direct,H&M,9476838,12/9/2021,Midwest,Ohio,Cleveland,OL ADRIANA PQ,167.8,1,167.8,39.06%,65.54,Outlet
West Gear,H&M,8758957,12/9/2021,West,Nevada,Las Vegas,OL ADRIANA PQ,167.8,2,335.59,42.00%,140.94,Online
Foot Locker,H&M,1148247,12/9/2021,Southeast,Florida,Miami,OL ADRIANA PQ,142.63,3,427.88,27.35%,117.03,In-store
West Gear,H&M,1146400,12/9/2021,Southeast,Florida,Miami,OL ADRIANA PQ,125.85,1,125.85,39.82%,50.12,In-store
West Gear,H&M,7424607,11/10/2021,Northeast,New York,New York City,OL ADRIANA PQ,134.25,1,134.25,39.15%,52.57,Outlet
Foot Locker,H&M,1011623,11/10/2021,South,Georgia,Atlanta,OL ADRIANA PQ,167.8,1,167.8,48.35%,81.13,In-store
Sports Direct,H&M,7292603,11/10/2021,West,California,Los Angeles,OL ADRIANA PQ,167.8,1,167.8,47.63%,79.92,Outlet
Foot Locker,H&M,1524134,11/10/2021,Northeast,New York,New York City,OL ADRIANA PQ,112.9,1,112.9,36.78%,41.52,Outlet
Walmart,H&M,3885202,11/10/2021,West,Washington,Seattle,OL ADRIANA PQ,67.12,1,67.12,44.20%,29.67,Outlet
Sports Direct,H&M,4939714,11/10/2021,West,Washington,Seattle,OL ADRIANA PQ,167.8,1,167.8,28.48%,47.79,Online
Walmart,H&M,9195011,11/11/2021,South,Georgia,Atlanta,OL ADRIANA PQ,142.63,1,142.63,32.01%,45.65,Outlet
Walmart,H&M,2730668,11/11/2021,West,California,Los Angeles,OL ADRIANA PQ,167.8,1,167.8,42.14%,70.72,Online
Walmart,H&M,1768714,11/11/2021,Midwest,Michigan,Detroit,OL ADRIANA PQ,167.8,1,167.8,25.33%,42.5,Online
West Gear,H&M,4673254,11/11/2021,West,Nevada,Las Vegas,OL ADRIANA PQ,106.76,2,213.53,33.20%,70.9,Online
Sports Direct,H&M,2086320,11/11/2021,Midwest,Ohio,Cleveland,OL ADRIANA PQ,98.07,1,98.07,44.89%,44.02,Outlet
Foot Locker,H&M,8406334,11/11/2021,Midwest,Ohio,Cleveland,OL ADRIANA PQ,100.83,1,100.83,41.82%,42.16,Online
Foot Locker,H&M,2633785,10/12/2021,Midwest,Ohio,Cleveland,OL ADRIANA PQ,25.19,1,25.19,47.76%,12.03,Online
Sports Direct,H&M,9963107,10/12/2021,Midwest,Ohio,Cleveland,OL ADRIANA PQ,167.8,3,503.39,48.54%,244.34,Outlet
Walmart,H&M,8463137,10/12/2021,South,Georgia,Atlanta,OL ADRIANA PQ,167.8,2,335.59,27.57%,92.53,Outlet
Foot Locker,H&M,3820010,10/12/2021,Northeast,Pennsylvania,Philadelphia,OL ADRIANA PQ,167.8,2,335.59,25.61%,85.93,Online
Foot Locker,H&M,7054094,10/12/2021,West,Washington,Seattle,OL ADRIANA PQ,165.81,4,663.25,40.21%,266.71,In-store
Sports Direct,H&M,6755280,10/12/2021,Midwest,Ohio,Cleveland,OL ADRIANA PQ,167.8,2,335.59,42.60%,142.96,In-store
Sports Direct,H&M,3679745,24/1/2021,Northeast,Pennsylvania,Philadelphia,OL ADRIANA PQ,167.8,5,838.98,36.01%,302.12,Outlet
Sports Direct,H&M,5865939,24/1/2021,Northeast,New York,New York City,OL ADRIANA PQ,163.37,3,490.12,40.25%,197.28,Outlet
Sports Direct,H&M,5525938,24/1/2021,Midwest,Michigan,Detroit,OL ADRIANA PQ,167.8,4,671.19,40.30%,270.47,Online
West Gear,H&M,8053280,24/1/2021,Midwest,Illinois,Chicago,OL ADRIANA PQ,166.91,2,333.81,25.11%,83.81,Outlet
West Gear,H&M,6567273,24/1/2021,West,Nevada,Las Vegas,OL ADRIANA PQ,167.8,2,335.59,41.39%,138.89,In-store
Foot Locker,H&M,5954173,24/1/2021,South,Texas,Houston,OL ADRIANA PQ,164,1,164,31.80%,52.15,Online
Foot Locker,H&M,6139884,24/2/2021,Southeast,Alabama,Birmingham,OL ADRIANA PQ,167.8,4,671.19,38.21%,256.48,Online
Walmart,H&M,7024955,24/2/2021,Midwest,Illinois,Chicago,OL ADRIANA PQ,167.8,5,838.98,44.79%,375.78,In-store
Foot Locker,H&M,1293559,24/2/2021,Northeast,Massachusetts,Boston,OL ADRIANA PQ,167.8,4,671.19,32.24%,216.38,In-store
Foot Locker,H&M,3016129,24/2/2021,Southeast,Tennessee,Nashville,OL ADRIANA PQ,167.8,7,1174.58,46.38%,544.76,In-store
Sports Direct,H&M,6579494,24/2/2021,Northeast,Pennsylvania,Philadelphia,OL ADRIANA PQ,161.02,5,805.08,47.65%,383.61,In-store
Walmart,H&M,4745053,24/2/2021,Midwest,Illinois,Chicago,OL ADRIANA PQ,148.08,4,592.31,33.36%,197.57,Outlet
Walmart,H&M,9768268,23/3/2021,Southeast,Alabama,Birmingham,OL ADRIANA PQ,162.97,3,488.9,36.19%,176.95,Outlet
West Gear,H&M,4913928,23/3/2021,South,Georgia,Atlanta,OL ADRIANA PQ,167.8,1,167.8,38.62%,64.81,Outlet
West Gear,H&M,8986073,23/3/2021,West,California,Los Angeles,OL ADRIANA PQ,151.02,2,302.03,33.68%,101.71,Outlet
Walmart,H&M,5292279,23/3/2021,Southeast,Tennessee,Nashville,OL ADRIANA PQ,167.8,3,503.39,27.20%,136.93,Outlet
Foot Locker,H&M,6702701,23/3/2021,Midwest,Illinois,Chicago,OL ADRIANA PQ,167.8,1,167.8,38.27%,64.22,Outlet
Foot Locker,H&M,4117362,23/3/2021,West,California,Los Angeles,OL ADRIANA PQ,164.41,2,328.81,35.16%,115.6,Outlet
Sports Direct,H&M,5751048,24/4/2021,Southeast,Alabama,Birmingham,OL ADRIANA PQ,159.41,2,318.81,37.69%,120.17,Online
Sports Direct,H&M,7022237,24/4/2021,West,Washington,Seattle,OL ADRIANA PQ,166.94,4,667.76,34.18%,228.26,In-store
Walmart,H&M,6467193,24/4/2021,Midwest,Ohio,Cleveland,OL ADRIANA PQ,167.8,3,503.39,30.96%,155.84,In-store
Sports Direct,H&M,9106310,24/4/2021,Midwest,Illinois,Chicago,OL ADRIANA PQ,167.8,1,167.8,35.64%,59.8,Online
West Gear,H&M,6004085,24/4/2021,Northeast,New York,New York City,OL ADRIANA PQ,167.8,2,335.59,27.94%,93.75,Outlet
Walmart,H&M,8086314,24/4/2021,Midwest,Michigan,Detroit,OL ADRIANA PQ,167.8,3,503.39,39.86%,200.67,Online
Sports Direct,H&M,9460814,25/5/2021,West,Nevada,Las Vegas,OL ADRIANA PQ,167.8,1,167.8,47.72%,80.07,Online
Foot Locker,H&M,4008932,25/5/2021,Midwest,Illinois,Chicago,OL ADRIANA PQ,167.8,2,335.59,49.66%,166.64,Online
Foot Locker,H&M,9938373,25/5/2021,West,Nevada,Las Vegas,OL ADRIANA PQ,167.8,1,167.8,35.59%,59.72,In-store
Foot Locker,H&M,2543941,25/5/2021,South,Louisiana,New Orleans,OL ADRIANA PQ,167.8,1,167.8,44.86%,75.27,Online
Foot Locker,H&M,2610188,25/5/2021,Midwest,Michigan,Detroit,OL ADRIANA PQ,167.8,1,167.8,45.19%,75.83,Online
Sports Direct,H&M,1945337,25/5/2021,Southeast,Tennessee,Nashville,OL ADRIANA PQ,167.8,1,167.8,31.68%,53.16,In-store
Walmart,H&M,7093502,24/6/2021,Midwest,Illinois,Chicago,OL ADRIANA PQ,167.8,2,335.59,38.19%,128.16,In-store
West Gear,H&M,6160862,24/6/2021,Midwest,Illinois,Chicago,OL ADRIANA PQ,42.08,1,42.08,29.28%,12.32,In-store
West Gear,H&M,2023410,24/6/2021,Southeast,Tennessee,Nashville,OL ADRIANA PQ,83.9,1,83.9,25.10%,21.06,In-store
West Gear,H&M,4480569,24/6/2021,West,Washington,Seattle,OL ADRIANA PQ,166.82,2,333.64,39.19%,130.76,In-store
Foot Locker,H&M,4008925,24/6/2021,South,Louisiana,New Orleans,OL ADRIANA PQ,167.8,1,167.8,25.89%,43.44,In-store
West Gear,H&M,6114792,24/6/2021,Northeast,New York,New York City,OL ADRIANA PQ,123.95,1,123.95,28.23%,34.99,Outlet
Foot Locker,H&M,4292592,23/7/2021,South,Georgia,Atlanta,OL ADRIANA PQ,13.54,1,13.54,49.01%,6.64,Online
Sports Direct,H&M,8668580,23/7/2021,Southeast,Florida,Miami,OLLE Sneakerboot BB,50.83,1,50.83,39.55%,20.1,Online
Sports Direct,H&M,6706026,23/7/2021,Southeast,Alabama,Birmingham,OLLE Sneakerboot BB,38.12,1,38.12,30.93%,11.79,In-store
Sports Direct,H&M,2766728,23/7/2021,Northeast,Massachusetts,Boston,OLLE Sneakerboot BB,45.75,2,91.51,32.11%,29.38,Online
Sports Direct,H&M,3022780,23/7/2021,Southeast,Tennessee,Nashville,OLLE Sneakerboot BB,30.49,1,30.49,26.03%,7.94,In-store
Foot Locker,H&M,5977783,23/7/2021,Southeast,Florida,Miami,OLLE Sneakerboot BB,37.27,1,37.27,47.55%,17.72,Online
Foot Locker,H&M,6354686,24/8/2021,South,Georgia,Atlanta,OLLE Sneakerboot BB,23.71,1,23.71,29.56%,7.01,Online
Foot Locker,H&M,4025938,24/8/2021,Southeast,Florida,Miami,OLLE Sneakerboot BB,50.83,2,101.66,31.70%,32.23,Outlet
Foot Locker,H&M,8274435,24/8/2021,West,Nevada,Las Vegas,OLLE Sneakerboot BB,33.88,2,67.76,39.70%,26.9,In-store
West Gear,H&M,9504264,24/8/2021,Northeast,Pennsylvania,Philadelphia,OLLE Sneakerboot BB,16.93,3,50.8,33.45%,16.99,Outlet
Foot Locker,H&M,7262253,24/8/2021,South,Georgia,Atlanta,OLLE Sneakerboot BB,16.93,2,33.86,49.75%,16.85,In-store
Sports Direct,H&M,3292488,24/8/2021,South,Texas,Houston,OLLE Sneakerboot BB,15.24,2,30.47,44.06%,13.43,Online
West Gear,H&M,1407264,25/9/2021,South,Louisiana,New Orleans,OLLE Sneakerboot BB,16.93,1,16.93,42.38%,7.18,In-store
Foot Locker,H&M,7772108,25/9/2021,Northeast,New York,New York City,OLLE Sneakerboot BB,16.93,1,16.93,40.10%,6.79,In-store
West Gear,H&M,6842282,25/9/2021,South,Georgia,Atlanta,OLLE Sneakerboot BB,16.93,1,16.93,46.66%,7.9,Outlet
Foot Locker,H&M,9224507,25/9/2021,West,California,Los Angeles,OLLE Sneakerboot BB,16.93,1,16.93,46.87%,7.94,In-store
Foot Locker,H&M,1603365,25/9/2021,Southeast,Alabama,Birmingham,OLLE Sneakerboot BB,50.83,1,50.83,28.96%,14.72,In-store
Walmart,H&M,5472808,25/9/2021,Southeast,Florida,Miami,OLLE Sneakerboot BB,50.83,1,50.83,38.15%,19.39,In-store
West Gear,H&M,3251739,24/10/2021,Southeast,Tennessee,Nashville,OLLE Sneakerboot BB,50.83,2,101.66,26.29%,26.73,Outlet
Sports Direct,H&M,5324877,24/10/2021,Northeast,Massachusetts,Boston,OLLE Sneakerboot BB,30.49,1,30.49,25.64%,7.82,Online
Sports Direct,H&M,3194900,24/10/2021,Northeast,Massachusetts,Boston,OLLE Sneakerboot BB,37.27,1,37.27,36.67%,13.67,Outlet
West Gear,H&M,2971639,24/10/2021,Southeast,Alabama,Birmingham,OLLE Sneakerboot BB,12.69,1,12.69,33.35%,4.23,Outlet
West Gear,H&M,4897155,24/10/2021,Southeast,Tennessee,Nashville,OLLE Sneakerboot BB,27.44,1,27.44,43.39%,11.91,Outlet
Walmart,H&M,7826162,24/10/2021,Midwest,Illinois,Chicago,OLLE Sneakerboot BB,30.49,1,30.49,49.48%,15.09,In-store
West Gear,H&M,8923413,24/11/2021,Southeast,Alabama,Birmingham,OLLE Sneakerboot BB,25.41,1,25.41,36.18%,9.19,Online
Walmart,H&M,1107023,24/11/2021,Midwest,Illinois,Chicago,OLLE Sneakerboot BB,25.41,2,50.81,47.53%,24.15,Online
Walmart,H&M,2104181,24/11/2021,Southeast,Tennessee,Nashville,OLLE Sneakerboot BB,25.41,1,25.41,42.15%,10.71,In-store
Walmart,H&M,4839499,24/11/2021,Southeast,Alabama,Birmingham,OLLE Sneakerboot BB,25.41,1,25.41,34.81%,8.85,Online
Sports Direct,H&M,1140284,24/11/2021,West,California,Los Angeles,OLLE Sneakerboot BB,25.41,2,50.81,38.57%,19.6,Outlet
Walmart,H&M,3377894,24/11/2021,Northeast,New York,New York City,Bodil Elastic,20.32,1,20.32,38.28%,7.78,In-store
Walmart,H&M,7386395,23/12/2021,Midwest,Michigan,Detroit,Bodil Elastic,24.77,2,49.54,33.24%,16.47,In-store
Foot Locker,H&M,2041368,23/12/2021,Northeast,Pennsylvania,Philadelphia,Bodil Elastic,25.41,1,25.41,39.54%,10.05,Online
Walmart,H&M,9346936,23/12/2021,Northeast,Massachusetts,Boston,Bodil Elastic,25.41,2,50.81,41.72%,21.2,Online
Walmart,H&M,5784818,23/12/2021,West,Washington,Seattle,Maiken Fur sneaker,12.2,1,12.2,27.59%,3.37,Online
Sports Direct,H&M,2183540,23/12/2021,Northeast,Pennsylvania,Philadelphia,Maiken Fur sneaker,10.15,1,10.15,30.63%,3.11,Online
Walmart,H&M,8375915,23/12/2021,Midwest,Illinois,Chicago,Maiken Fur sneaker,27.1,1,27.1,25.73%,6.97,In-store
Walmart,H&M,7212865,17/1/2021,Southeast,Florida,Miami,Chuck Highshaft,40.37,1,40.37,46.41%,18.74,Outlet
Sports Direct,H&M,1901005,17/1/2021,South,Georgia,Atlanta,Chuck Highshaft,42.36,1,42.36,28.99%,12.28,Outlet
Walmart,H&M,4116698,17/1/2021,Midwest,Michigan,Detroit,Chuck Highshaft,42.36,1,42.36,32.69%,13.85,Online
West Gear,H&M,3359716,17/1/2021,Northeast,Massachusetts,Boston,Chuck Highshaft,42.36,2,84.71,39.87%,33.78,In-store
West Gear,H&M,8516726,17/1/2021,West,Washington,Seattle,Chuck Highshaft,42.36,3,127.07,42.08%,53.47,Online
Sports Direct,H&M,3359746,17/1/2021,Southeast,Tennessee,Nashville,Chuck Highshaft,42.36,1,42.36,47.37%,20.06,In-store
Sports Direct,H&M,3866974,17/2/2021,Southeast,Florida,Miami,Chuck Highshaft,42.36,1,42.36,42.34%,17.93,Online
Walmart,H&M,7740489,17/2/2021,Northeast,New York,New York City,Chuck Highshaft,42.36,1,42.36,31.75%,13.45,Online
Sports Direct,H&M,7150434,17/2/2021,South,Louisiana,New Orleans,Chuck Highshaft,42.36,1,42.36,43.44%,18.4,Outlet
Foot Locker,H&M,4988099,17/2/2021,West,Washington,Seattle,Chuck Highshaft,38.12,2,76.24,46.70%,35.61,Outlet
West Gear,H&M,2969302,17/2/2021,Midwest,Illinois,Chicago,Chuck Highshaft,42.36,1,42.36,42.07%,17.82,In-store
West Gear,H&M,6513357,17/2/2021,West,Washington,Seattle,Chuck Highshaft,36,1,36,27.10%,9.76,Online
Walmart,H&M,6141718,16/3/2021,South,Louisiana,New Orleans,Chuck Highshaft,42.36,1,42.36,40.64%,17.21,Online
Walmart,H&M,7890082,16/3/2021,West,Washington,Seattle,Chuck Highshaft,33.88,1,33.88,30.73%,10.41,Online
Foot Locker,H&M,5153321,16/3/2021,Northeast,Pennsylvania,Philadelphia,Chuck Highshaft,42.36,1,42.36,30.97%,13.12,Outlet
West Gear,H&M,7750033,16/3/2021,Midwest,Illinois,Chicago,Chuck Highshaft,42.36,1,42.36,42.63%,18.06,Outlet
Walmart,H&M,8500540,16/3/2021,Midwest,Ohio,Cleveland,Chuck Highshaft,42.36,1,42.36,45.84%,19.42,Online
Foot Locker,H&M,8092146,16/3/2021,West,California,Los Angeles,Chuck Highshaft,42.36,1,42.36,42.88%,18.16,Outlet
West Gear,H&M,2029853,17/4/2021,Southeast,Alabama,Birmingham,Chuck Highshaft,42.36,1,42.36,42.26%,17.9,Online
Walmart,H&M,3580309,17/4/2021,Northeast,Massachusetts,Boston,Chuck Highshaft,42.36,1,42.36,44.29%,18.76,Outlet
West Gear,H&M,7544874,17/4/2021,West,Washington,Seattle,Chuck Highshaft,42.36,1,42.36,34.71%,14.7,Online
West Gear,H&M,3860296,17/4/2021,South,Georgia,Atlanta,Chuck Highshaft,80.49,2,160.98,28.86%,46.46,Online
West Gear,H&M,4195791,17/4/2021,West,Washington,Seattle,Margit Winter,28.8,3,86.39,35.75%,30.88,Outlet
West Gear,H&M,5185654,17/4/2021,South,Louisiana,New Orleans,Margit Winter,28.8,1,28.8,39.90%,11.49,Online
West Gear,H&M,7487085,18/5/2021,Midwest,Illinois,Chicago,Margit Winter,28.8,3,86.39,44.64%,38.57,Outlet
Foot Locker,H&M,8050334,18/5/2021,Northeast,Pennsylvania,Philadelphia,Margit Winter,28.8,3,86.39,27.14%,23.45,Online
West Gear,H&M,2922268,18/5/2021,West,Nevada,Las Vegas,Margit Winter,28.8,1,28.8,33.13%,9.54,In-store
Foot Locker,H&M,3818569,18/5/2021,Northeast,New York,New York City,Margit Winter,28.8,1,28.8,36.34%,10.46,Online
Sports Direct,H&M,4673475,18/5/2021,West,Nevada,Las Vegas,Margit Winter,28.8,1,28.8,47.95%,13.81,Online
Walmart,H&M,8972383,18/5/2021,Southeast,Tennessee,Nashville,Margit Winter,28.8,3,86.39,44.13%,38.13,In-store
Foot Locker,H&M,9220534,17/6/2021,Midwest,Michigan,Detroit,Margit Winter,28.8,6,172.78,43.80%,75.68,In-store
Sports Direct,H&M,5504747,17/6/2021,South,Texas,Houston,Margit Winter,28.8,3,86.39,25.96%,22.42,Online
Walmart,H&M,9094625,17/6/2021,Northeast,Massachusetts,Boston,Margit Winter,23.03,1,23.03,35.62%,8.21,In-store
Sports Direct,H&M,6737301,17/6/2021,Northeast,Pennsylvania,Philadelphia,Margit Winter,28.8,1,28.8,46.67%,13.44,Outlet
